fid	year	quarter	date_receipt	s40	code_period	code_present_place
72352	2019	2	2019-07-25	3038	22	214
73671	2019	2	2019-07-24	326872	22	214
78898	2019	2	2019-07-24	0	22	214
79131	2019	2	2019-08-13	3735735	22	214
80803	2019	2	2019-07-24	0	22	214
85989	2019	2	2019-07-01	0	22	214
90307	2019	2	2019-07-03	0	22	214
92079	2019	2	2019-07-25	12179	22	214
95036	2019	2	2019-07-01	0	22	214
103210	2019	2	2019-07-10	0	22	214
108266	2019	2	2019-07-25	0	22	214
109672	2019	2	2019-07-22	0	22	214
120158	2019	2	2019-08-05	2704	22	214
130597	2019	2	2019-07-08	0	22	214
132464	2019	2	2019-08-07	0	22	214
137320	2019	2	2019-07-10	0	22	214
140324	2019	2	2019-05-29	0	22	214
141753	2019	2	2019-07-24	7387	22	214
154618	2019	2	2019-07-25	7232	22	214
164802	2019	2	2019-07-25	46031	22	214
170869	2019	2	2019-07-04	0	22	214
172300	2019	2	2019-07-02	0	22	214
186192	2019	2	2019-07-24	18248	22	214
188801	2019	2	2019-07-24	38458	22	214
193029	2019	2	2019-07-25	977662	22	214
193223	2019	2	2019-07-16	0	22	214
197873	2019	2	2019-07-22	205656	22	214
7497	2019	2	2019-07-22	60682	22	214
11091	2019	2	2019-08-07	81096	22	214
30804	2019	2	2019-07-04	0	22	214
31999	2019	2	2019-07-25	1188106	22	214
33288	2019	2	2020-12-01	733609	22	214
33521	2019	2	2019-07-23	0	22	214
37100	2019	2	2019-07-01	0	22	214
38986	2019	2	2019-07-24	197075	22	214
55587	2019	2	2019-07-08	0	22	214
66177	2019	2	2020-04-13	202869	22	214
73629	2019	2	2019-07-20	0	22	214
81747	2019	2	2019-07-04	16749	22	214
82224	2019	2	2019-07-25	40845	22	214
125303	2019	2	2019-07-25	0	22	214
128108	2019	2	2019-07-25	1	22	214
147468	2019	2	2019-07-08	0	22	214
149250	2019	2	2019-08-30	210960	22	214
149256	2019	2	2019-08-23	46755	22	214
154541	2019	2	2019-07-18	0	22	214
159743	2019	2	2019-07-24	18555115	22	214
171518	2019	2	2019-07-22	0	22	214
174917	2019	2	2019-07-22	200290	22	214
185957	2019	2	2019-07-12	0	22	214
199954	2019	2	2019-07-19	28516	22	214
2271	2019	2	2019-07-08	0	22	214
21173	2019	2	2019-09-25	305964	22	214
22555	2019	2	2019-07-01	0	22	214
32398	2019	2	2019-07-18	54381	22	214
41179	2019	2	2019-07-15	0	22	214
55108	2019	2	2020-02-20	0	22	214
58395	2019	2	2019-07-19	0	22	214
60657	2019	2	2019-07-24	5840	22	214
69566	2019	2	2019-07-24	1547	22	214
73785	2019	2	2019-07-24	0	22	214
84258	2019	2	2019-07-24	20719738	22	214
93683	2019	2	2019-07-18	5656928	22	214
95386	2019	2	2019-07-02	0	22	214
100962	2019	2	2019-07-02	0	22	214
102652	2019	2	2019-10-28	518283	22	214
109778	2019	2	2020-02-03	45833	22	214
115133	2019	2	2020-04-02	31817375	22	214
117129	2019	2	2019-07-02	0	22	214
128944	2019	2	2019-12-12	1800	22	214
138560	2019	2	2019-07-04	0	22	214
147723	2019	2	2019-07-17	0	22	214
148818	2019	2	2020-02-28	263464	22	214
150426	2019	2	2019-08-16	3040	22	214
157340	2019	2	2019-07-02	0	22	214
167552	2019	2	2019-07-13	0	22	214
167802	2019	2	2019-07-23	61629	22	214
178553	2019	2	2019-07-24	7706	22	214
178776	2019	2	2019-07-02	0	22	214
181478	2019	2	2020-02-03	0	22	214
182088	2019	2	2019-07-21	136408	22	214
182257	2019	2	2019-07-24	134609	22	214
190865	2019	2	2019-07-23	0	22	214
192549	2019	2	2019-07-13	7026	22	214
13355	2019	2	2019-08-19	92733	22	214
13718	2019	2	2019-07-18	0	22	214
26046	2019	2	2019-07-24	0	22	214
35842	2019	2	2019-07-22	129664	22	214
38147	2019	2	2019-06-27	0	22	214
41903	2019	2	2019-07-19	55224760	22	214
50517	2019	2	2019-08-23	146164	22	214
51042	2019	2	2019-06-28	0	22	214
73287	2019	2	2019-07-25	107201	22	214
74130	2019	2	2019-07-09	0	22	214
75589	2019	2	2019-07-25	920965	22	214
78879	2019	2	2019-07-03	0	22	214
83417	2019	2	2019-07-18	224231	22	214
87180	2019	2	2019-07-22	1319801	22	214
92251	2019	2	2019-07-18	5982	22	214
109652	2019	2	2019-07-24	64990	22	214
110351	2019	2	2019-07-16	1557	22	214
110927	2019	2	2019-07-25	0	22	214
111360	2019	2	2019-07-26	15130	22	214
115740	2019	2	2019-10-25	57725	22	214
115741	2019	2	2019-07-23	6674212	22	214
123446	2019	2	2019-07-25	1550	22	214
152636	2019	2	2019-07-21	116762	22	214
159845	2019	2	2019-07-22	157301	22	214
166363	2019	2	2019-08-16	24858	22	214
180950	2019	2	2019-07-22	41193	22	214
188196	2019	2	2020-02-07	0	22	214
188234	2019	2	2019-07-06	0	22	214
8339	2019	2	2019-10-27	30959	22	214
23358	2019	2	2019-07-06	4269	22	214
27807	2019	2	2019-07-05	0	22	214
38926	2019	2	2019-07-08	0	22	214
43047	2019	2	2019-07-17	947439	22	214
50215	2019	2	2019-07-09	0	22	214
50791	2019	2	2019-07-10	0	22	214
51403	2019	2	2019-07-11	0	22	214
55899	2019	2	2019-07-11	0	22	214
65159	2019	2	2019-07-14	0	22	214
72449	2019	2	2019-07-14	1439	22	214
79581	2019	2	2019-04-23	0	22	214
80121	2019	2	2019-07-02	0	22	214
90279	2019	2	2019-09-23	200781	22	214
92627	2019	2	2019-07-25	998	22	214
96074	2019	2	2019-07-25	0	22	214
97062	2019	2	2019-07-18	8295	22	214
106473	2019	2	2019-07-25	16405958	22	214
112461	2019	2	2019-07-25	327939	22	214
113110	2019	2	2019-07-25	1723	22	214
114666	2019	2	2019-07-25	1260757	22	214
118012	2019	2	2019-07-25	147850	22	214
128592	2019	2	2019-07-18	0	22	214
135171	2019	2	2019-09-20	168550	22	214
136159	2019	2	2020-07-16	50169597	22	214
138076	2019	2	2019-08-26	390271	22	214
142422	2019	2	2019-07-25	314518	22	214
143214	2019	2	2019-07-25	0	22	214
147967	2019	2	2020-05-15	15809	22	214
156456	2019	2	2019-07-24	0	22	214
159005	2019	2	2019-07-25	6450259	22	214
165572	2019	2	2019-07-07	0	22	214
165671	2019	2	2019-07-23	624997	22	214
166965	2019	2	2019-07-24	71252	22	214
174115	2019	2	2019-07-03	0	22	214
178519	2019	2	2019-10-17	336835	22	214
187169	2019	2	2019-07-20	0	22	214
2737	2019	2	2019-07-22	0	22	214
12961	2019	2	2019-07-25	18847	22	214
14223	2019	2	2019-07-24	220353	22	214
17835	2019	2	2019-07-01	0	22	214
29423	2019	2	2020-09-30	616484	22	214
35203	2019	2	2019-07-24	0	22	214
42333	2019	2	2019-07-18	0	22	214
50126	2019	2	2019-07-03	0	22	214
56373	2019	2	2019-07-11	101950	22	214
65625	2019	2	2019-07-17	0	22	214
68441	2019	2	2019-07-25	4300	22	214
71875	2019	2	2019-07-25	0	22	214
75242	2019	2	2019-07-04	0	22	214
76058	2019	2	2019-10-04	82791	22	214
82443	2019	2	2019-07-25	2423	22	214
92847	2019	2	2019-07-24	12968334	22	214
96100	2019	2	2019-07-11	232817	22	214
97035	2019	2	2019-07-15	0	22	214
107409	2019	2	2019-07-23	1996538	22	214
111903	2019	2	2019-07-25	462528	22	214
115770	2019	2	2019-09-10	5756	22	214
115864	2019	2	2019-07-09	0	22	214
117908	2019	2	2019-07-22	0	22	214
122036	2019	2	2019-07-11	0	22	214
124174	2019	2	2019-07-18	0	22	214
127474	2019	2	2019-07-24	72619	22	214
127602	2019	2	2019-07-16	0	22	214
128481	2019	2	2019-06-24	0	22	214
136410	2019	2	2019-08-22	964861	22	214
138970	2019	2	2019-07-12	0	22	214
143699	2019	2	2019-07-11	0	22	214
144214	2019	2	2019-07-25	0	22	214
147238	2019	2	2019-07-09	0	22	214
151552	2019	2	2019-07-25	189621	22	214
151586	2019	2	2019-07-25	1	22	214
155404	2019	2	2019-07-11	150341	22	214
155963	2019	2	2019-12-04	66707	22	214
156024	2019	2	2019-07-22	112916	22	214
165964	2019	2	2019-07-07	0	22	214
167177	2019	2	2019-12-04	7832026	22	214
167554	2019	2	2019-07-24	20664	22	214
170892	2019	2	2019-07-04	0	22	214
173765	2019	2	2019-07-25	92887	22	214
180653	2019	2	2019-07-25	15631	22	214
194154	2019	2	2019-08-15	2070586	22	214
197488	2019	2	2019-07-08	0	22	214
2311	2019	2	2019-07-22	524	22	214
5629	2019	2	2019-07-03	0	22	214
8416	2019	2	2019-07-01	0	22	214
13903	2019	2	2019-07-24	87889	22	214
25624	2019	2	2019-07-16	33920	22	214
32679	2019	2	2020-06-30	937487	22	214
40602	2019	2	2019-07-25	0	22	214
55407	2019	2	2019-07-03	0	22	214
56919	2019	2	2019-07-02	0	22	214
57376	2019	2	2019-07-12	0	22	214
68057	2019	2	2020-01-24	12363991	22	214
68214	2019	2	2019-07-09	56503	22	214
73344	2019	2	2019-07-10	10126	22	214
76248	2019	2	2019-07-21	0	22	214
78123	2019	2	2019-07-07	0	22	214
86538	2019	2	2019-07-10	0	22	214
92069	2019	2	2019-10-23	11758146	22	214
96796	2019	2	2019-08-13	377017	22	214
107150	2019	2	2019-10-03	5419296	22	214
113047	2019	2	2019-07-01	0	22	214
128467	2019	2	2019-07-23	7238	22	214
139357	2019	2	2019-06-27	0	22	214
141218	2019	2	2019-07-04	0	22	214
143616	2019	2	2019-07-24	196951	22	214
146844	2019	2	2019-07-03	0	22	214
147353	2019	2	2019-07-02	0	22	214
163648	2019	2	2019-07-05	0	22	214
165968	2019	2	2019-07-25	74711	22	214
178346	2019	2	2019-07-15	0	22	214
185048	2019	2	2019-08-29	6618770	22	214
188882	2019	2	2019-07-11	0	22	214
189255	2019	2	2019-07-25	32746	22	214
2312	2019	2	2019-07-09	0	22	214
4003	2019	2	2019-08-27	13333	22	214
4767	2019	2	2019-08-13	47887	22	214
12507	2019	2	2019-07-25	6131	22	214
18908	2019	2	2019-07-02	0	22	214
23978	2019	2	2019-08-16	58094	22	214
39001	2019	2	2019-07-16	9424	22	214
40681	2019	2	2019-07-09	0	22	214
47714	2019	2	2019-07-01	0	22	214
67689	2019	2	2019-07-19	113479	22	214
75664	2019	2	2019-07-08	0	22	214
79130	2019	2	2019-07-09	0	22	214
80032	2019	2	2019-07-22	0	22	214
82314	2019	2	2020-03-20	6373904	22	214
82756	2019	2	2020-06-24	2878367	22	214
91619	2019	2	2019-07-24	68924	22	214
100226	2019	2	2019-07-18	0	22	214
101358	2019	2	2020-03-02	287846	22	214
106829	2019	2	2019-07-24	155469	22	214
123221	2019	2	2019-07-22	10709	22	214
124924	2019	2	2019-11-07	1900976	22	214
135175	2019	2	2019-07-19	0	22	214
137515	2019	2	2019-07-02	0	22	214
150670	2019	2	2019-07-03	0	22	214
150979	2019	2	2019-07-25	753533	22	214
162954	2019	2	2019-07-06	0	22	214
169016	2019	2	2019-07-12	0	22	214
176637	2019	2	2019-09-09	29605	22	214
180512	2019	2	2019-07-24	0	22	214
187004	2019	2	2019-07-23	0	22	214
187668	2019	2	2019-07-17	0	22	214
190702	2019	2	2019-08-14	8980170	22	214
198446	2019	2	2019-07-29	5156002	22	214
199515	2019	2	2019-07-24	0	22	214
2575	2019	2	2019-07-24	401387	22	214
14634	2019	2	2019-07-12	3500	22	214
17732	2019	2	2019-07-23	8762	22	214
19638	2019	2	2019-07-23	174693	22	214
24423	2019	2	2019-09-03	41484	22	214
37155	2019	2	2019-07-25	501841	22	214
44469	2019	2	2019-11-15	197030	22	214
50201	2019	2	2019-07-11	0	22	214
60101	2019	2	2019-07-11	0	22	214
66837	2019	2	2019-07-02	0	22	214
69012	2019	2	2019-07-03	0	22	214
69717	2019	2	2019-07-11	0	22	214
86594	2019	2	2019-09-13	0	22	214
86853	2019	2	2019-07-25	0	22	214
89475	2019	2	2019-07-17	37119	22	214
98642	2019	2	2019-07-25	32242	22	214
103915	2019	2	2019-07-05	0	22	214
107306	2019	2	2019-07-15	0	22	214
107867	2019	2	2020-03-20	5083	22	214
153475	2019	2	2019-07-18	0	22	214
154259	2019	2	2019-07-25	1414160	22	214
169002	2019	2	2019-12-17	58333	22	214
170376	2019	2	2019-07-22	0	22	214
179711	2019	2	2019-07-24	83758	22	214
181339	2019	2	2020-02-13	57158	22	214
182085	2019	2	2020-02-20	275651	22	214
187313	2019	2	2019-07-19	863137	22	214
189144	2019	2	2019-07-05	0	22	214
192078	2019	2	2019-07-24	588521	22	214
193902	2019	2	2019-07-04	0	22	214
198213	2019	2	2019-07-24	2500	22	214
4422	2019	2	2019-10-21	184369118	22	214
17880	2019	2	2019-07-24	0	22	214
28802	2019	2	2019-07-18	0	22	214
44230	2019	2	2019-07-04	0	22	214
50477	2019	2	2019-07-23	968938	22	214
59668	2019	2	2019-07-23	35998	22	214
64737	2019	2	2019-07-25	88351	22	214
72085	2019	2	2019-07-05	0	22	214
77870	2019	2	2019-07-25	1931069	22	214
80957	2019	2	2019-07-01	0	22	214
89639	2019	2	2019-07-25	388046	22	214
102450	2019	2	2019-07-23	0	22	214
104361	2019	2	2019-07-04	0	22	214
119725	2019	2	2019-08-15	10561035	22	214
123557	2019	2	2020-09-24	1554092	22	214
125717	2019	2	2019-07-15	0	22	214
128294	2019	2	2019-07-03	0	22	214
133286	2019	2	2019-07-25	629546	22	214
144059	2019	2	2019-12-04	0	22	214
150743	2019	2	2019-07-09	0	22	214
150784	2019	2	2019-07-25	139995	22	214
158137	2019	2	2019-07-12	0	22	214
166446	2019	2	2019-07-25	0	22	214
175229	2019	2	2019-07-10	0	22	214
175423	2019	2	2019-07-23	119278	22	214
182647	2019	2	2019-07-11	0	22	214
3630	2019	2	2019-07-25	86477	22	214
7355	2019	2	2019-07-15	0	22	214
10335	2019	2	2019-07-25	2857	22	214
11186	2019	2	2019-07-25	10112	22	214
17653	2019	2	2019-07-08	0	22	214
23921	2019	2	2019-07-25	211	22	214
28831	2019	2	2019-05-22	22500	22	214
31480	2019	2	2020-07-16	0	22	231
32002	2019	2	2019-07-12	21460	22	214
42667	2019	2	2019-07-18	0	22	214
50527	2019	2	2019-07-23	69429	22	214
54414	2019	2	2020-08-24	20934	22	214
57980	2019	2	2019-10-22	5523688	22	214
59835	2019	2	2019-07-04	0	22	214
65225	2019	2	2019-07-25	1292731	22	214
66975	2019	2	2019-07-11	0	22	214
75077	2019	2	2019-07-22	20850676	22	214
89397	2019	2	2019-07-15	0	22	214
98213	2019	2	2019-09-24	16897	22	214
103885	2019	2	2020-01-26	99195	22	214
118114	2019	2	2019-07-25	10638	22	214
125591	2019	2	2020-03-10	105804	22	214
127628	2019	2	2019-07-26	0	22	214
130027	2019	2	2019-07-24	117239	22	214
146805	2019	2	2019-08-12	3058754	22	214
156240	2019	2	2019-07-08	110624	22	214
164939	2019	2	2019-07-16	0	22	214
176420	2019	2	2019-07-01	0	22	214
185441	2019	2	2019-08-19	206140	22	214
194484	2019	2	2019-07-23	498524	22	214
198631	2019	2	2019-07-23	515	22	214
199865	2019	2	2019-09-23	914	22	214
3424	2019	2	2019-08-23	37036	22	214
10140	2019	2	2019-07-23	446712	22	214
16804	2019	2	2019-07-11	0	22	214
25801	2019	2	2019-11-08	14607192	22	214
33481	2019	2	2019-07-16	10000	22	331
33746	2019	2	2019-07-22	40291	22	214
38615	2019	2	2019-07-25	0	22	214
38802	2019	2	2019-07-13	0	22	214
45631	2019	2	2020-12-16	2282	22	214
64952	2019	2	2019-10-04	0	22	214
64970	2019	2	2019-07-23	0	22	214
66526	2019	2	2019-07-25	0	22	214
71081	2019	2	2019-07-04	0	22	214
73751	2019	2	2019-07-24	66409	22	214
74320	2019	2	2019-12-05	0	22	214
77635	2019	2	2019-07-24	96412	22	214
88277	2019	2	2019-07-13	0	22	214
95769	2019	2	2019-12-26	9090	22	214
97097	2019	2	2019-07-18	0	22	214
107703	2019	2	2019-07-11	0	22	214
111572	2019	2	2020-07-15	327201	22	331
115976	2019	2	2019-07-24	0	22	214
116294	2019	2	2019-07-23	0	22	214
116753	2019	2	2019-07-25	7161	22	214
123849	2019	2	2019-07-11	0	22	214
137979	2019	2	2019-07-22	132066	22	214
157189	2019	2	2020-02-10	8313481	22	214
158133	2019	2	2019-07-25	107637	22	214
160278	2019	2	2019-07-25	120834	22	214
160546	2019	2	2019-07-25	2257207	22	214
162447	2019	2	2019-07-16	0	22	214
166090	2019	2	2019-07-24	1143384	22	214
173414	2019	2	2019-07-03	0	22	214
179439	2019	2	2019-07-10	0	22	214
180668	2019	2	2019-07-22	0	22	214
190944	2019	2	2019-07-15	0	22	214
7976	2019	2	2019-08-23	12747	22	214
8588	2019	2	2019-07-16	0	22	214
12755	2019	2	2019-07-19	0	22	214
27172	2019	2	2019-07-24	464873	22	214
28460	2019	2	2019-07-16	0	22	214
44211	2019	2	2019-07-14	0	22	214
52752	2019	2	2019-07-25	0	22	214
53287	2019	2	2019-07-29	0	22	214
57263	2019	2	2019-07-24	105367	22	214
66793	2019	2	2019-07-13	0	22	214
73996	2019	2	2019-07-22	634305	22	214
74319	2019	2	2019-07-24	30208	22	214
75965	2019	2	2019-07-02	0	22	214
80350	2019	2	2019-08-20	1783525	22	214
88562	2019	2	2019-07-22	3101413	22	214
96663	2019	2	2019-07-18	6421	22	214
100441	2019	2	2019-07-22	464557	22	214
129331	2019	2	2019-07-25	262949	22	214
129792	2019	2	2019-05-14	0	22	214
132932	2019	2	2019-08-17	0	22	214
144295	2019	2	2019-07-09	0	22	214
150838	2019	2	2019-07-22	43112	22	214
151368	2019	2	2019-07-24	274228	22	214
155524	2019	2	2020-03-26	0	22	214
155627	2019	2	2019-07-18	862720	22	214
160159	2019	2	2019-10-08	20401	22	214
166167	2019	2	2020-03-05	5916570	22	214
169530	2019	2	2019-07-12	0	22	214
170255	2019	2	2019-07-23	15550	22	214
180456	2019	2	2019-07-22	871972	22	214
182302	2019	2	2019-07-25	352517	22	214
182997	2019	2	2019-07-24	125594	22	214
191460	2019	2	2019-07-25	22078	22	214
193436	2019	2	2019-07-29	247	22	214
195459	2019	2	2019-07-23	0	22	214
196256	2019	2	2019-07-25	1634	22	214
197254	2019	2	2019-07-04	0	22	214
198164	2019	2	2019-09-04	12208	22	214
23320	2019	2	2019-07-03	0	22	214
32373	2019	2	2019-07-24	253612	22	214
40638	2019	2	2020-01-27	7756884	22	214
45223	2019	2	2019-07-20	0	22	214
49458	2019	2	2019-07-05	0	22	214
52355	2019	2	2019-07-22	0	22	214
59265	2019	2	2019-07-19	1397478	22	214
65556	2019	2	2019-07-04	0	22	214
67300	2019	2	2019-07-15	0	22	214
70428	2019	2	2019-07-02	0	22	214
70458	2019	2	2019-07-25	141742	22	214
76619	2019	2	2019-07-16	0	22	214
95008	2019	2	2019-07-22	21562	22	214
96652	2019	2	2019-07-16	0	22	214
98802	2019	2	2019-07-24	67212	22	214
104931	2019	2	2019-07-05	0	22	214
107508	2019	2	2019-07-22	6999	22	214
112235	2019	2	2019-07-25	0	22	214
113377	2019	2	2019-07-15	0	22	214
128420	2019	2	2019-07-17	81330	22	214
131568	2019	2	2019-07-15	0	22	214
144101	2019	2	2019-07-05	0	22	214
149498	2019	2	2019-07-20	0	22	214
151324	2019	2	2019-07-24	116425494	22	213
152494	2019	2	2019-11-19	265	22	214
157680	2019	2	2019-07-24	58878	22	214
159414	2019	2	2019-07-25	4802827	22	214
163060	2019	2	2019-07-15	0	22	214
163182	2019	2	2019-07-25	116869	22	214
164477	2019	2	2019-07-09	0	22	214
164941	2019	2	2019-07-29	5738	22	214
171097	2019	2	2019-07-03	0	22	214
175764	2019	2	2019-07-05	0	22	214
192782	2019	2	2019-07-25	136402	22	214
195029	2019	2	2019-07-24	13605847	22	214
198949	2019	2	2019-07-25	201845	22	214
199620	2019	2	2019-07-22	132195	22	214
16831	2019	2	2019-07-19	44815	22	214
30797	2019	2	2019-07-24	0	22	214
34397	2019	2	2019-07-24	0	22	214
42350	2019	2	2019-07-08	750	22	214
43054	2019	2	2019-07-19	0	22	214
44305	2019	2	2019-07-08	0	22	214
51916	2019	2	2019-07-24	13475790	22	214
52555	2019	2	2019-07-11	0	22	214
57802	2019	2	2019-07-08	0	22	214
65566	2019	2	2019-07-18	1523027	22	214
70018	2019	2	2019-07-23	6029	22	214
70565	2019	2	2019-07-24	95488	22	214
73285	2019	2	2019-07-18	1104461	22	214
75695	2019	2	2019-07-16	27253	22	214
82608	2019	2	2019-07-17	0	22	214
84651	2019	2	2019-07-25	66860	22	214
86945	2019	2	2019-07-04	0	22	214
88666	2019	2	2019-08-15	52192	22	214
91898	2019	2	2019-07-04	0	22	214
96476	2019	2	2019-07-15	11733	22	214
101648	2019	2	2020-03-03	43302	22	214
102477	2019	2	2019-07-25	306959	22	214
104054	2019	2	2019-07-12	0	22	214
105696	2019	2	2019-07-24	18273	22	214
118671	2019	2	2019-07-02	0	22	214
124175	2019	2	2019-07-25	99281	22	214
127146	2019	2	2019-07-16	0	22	214
130662	2019	2	2019-07-08	0	22	214
142708	2019	2	2020-03-24	2578675	22	214
143890	2019	2	2019-07-23	117937	22	214
148467	2019	2	2019-07-24	2170049	22	214
152018	2019	2	2019-08-08	13844	22	214
160245	2019	2	2019-11-13	439945	22	214
163810	2019	2	2019-07-14	0	22	214
169945	2019	2	2019-07-19	0	22	214
175014	2019	2	2019-09-23	873498	22	214
186368	2019	2	2019-08-01	3379538	22	214
189474	2019	2	2019-07-25	435502	22	214
191760	2019	2	2019-07-13	0	22	214
193607	2019	2	2019-07-19	0	22	214
193763	2019	2	2019-07-25	358559	22	214
9410	2019	2	2019-08-01	68929	22	214
18166	2019	2	2019-07-19	0	22	214
35137	2019	2	2019-07-04	0	22	214
40685	2019	2	2019-07-15	0	22	214
46231	2019	2	2020-01-22	48534	22	214
53742	2019	2	2019-08-01	310706	22	214
59254	2019	2	2019-07-22	24936911	22	214
78665	2019	2	2019-07-11	1098	22	214
86267	2019	2	2019-09-13	3956455	22	214
86766	2019	2	2019-11-26	496324	22	214
87615	2019	2	2019-07-23	659890	22	214
93154	2019	2	2019-07-17	0	22	214
100042	2019	2	2019-07-02	0	22	214
100243	2019	2	2019-06-28	0	22	214
104068	2019	2	2019-07-13	0	22	214
116642	2019	2	2019-07-03	0	22	214
119652	2019	2	2019-07-17	0	22	214
131947	2019	2	2019-07-19	6350	22	214
133613	2019	2	2019-07-23	196728	22	214
138780	2019	2	2019-07-24	3893	22	214
139661	2019	2	2019-07-08	0	22	214
163719	2019	2	2019-07-11	0	22	214
172550	2019	2	2019-07-10	0	22	214
178113	2019	2	2019-07-24	0	22	214
186431	2019	2	2019-07-17	62112	22	214
188887	2019	2	2019-07-02	0	22	214
190552	2019	2	2019-07-23	0	22	214
196601	2019	2	2019-07-10	4713	22	214
4570	2019	2	2019-07-19	0	22	214
18496	2019	2	2019-07-09	0	22	214
19910	2019	2	2019-07-25	12685375	22	214
22224	2019	2	2019-07-25	21982	22	214
22681	2019	2	2019-07-11	0	22	214
23576	2019	2	2019-07-03	17500	22	214
32240	2019	2	2020-04-20	5326748	22	214
35970	2019	2	2019-07-25	436943	22	214
45675	2019	2	2019-07-25	1671	22	214
49223	2019	2	2019-07-25	0	22	214
50995	2019	2	2020-10-29	108627	22	214
54451	2019	2	2019-07-24	0	22	214
73379	2019	2	2019-07-24	1095616	22	214
85035	2019	2	2019-07-25	367613	22	214
85100	2019	2	2019-09-11	153009	22	214
85217	2019	2	2019-07-17	0	22	214
98790	2019	2	2019-07-01	0	22	214
108885	2019	2	2019-07-11	0	22	214
109613	2019	2	2019-07-22	0	22	214
112729	2019	2	2019-09-02	844514	22	214
113333	2019	2	2019-07-30	27289687	22	214
117362	2019	2	2019-07-25	736156	22	214
119314	2019	2	2019-07-01	0	22	214
119357	2019	2	2020-10-02	6515339	22	214
123568	2019	2	2019-07-03	0	22	214
123684	2019	2	2019-07-24	1228544	22	214
125942	2019	2	2019-07-13	48815	22	214
126217	2019	2	2019-07-05	0	22	214
128153	2019	2	2019-07-24	5517	22	214
128584	2019	2	2019-07-16	0	22	214
128644	2019	2	2019-08-19	2634335	22	214
138526	2019	2	2019-07-09	0	22	214
147595	2019	2	2019-07-03	0	22	214
147843	2019	2	2020-01-31	5187885	22	214
148086	2019	2	2019-07-02	0	22	214
149744	2019	2	2019-07-22	10200	22	214
150793	2019	2	2019-07-18	0	22	214
152015	2019	2	2019-07-10	0	22	214
158430	2019	2	2019-07-29	44907	22	214
172992	2019	2	2019-07-24	7201179	22	214
176271	2019	2	2019-07-20	0	22	214
180045	2019	2	2019-07-25	6235	22	214
182618	2019	2	2019-07-11	0	22	214
185422	2019	2	2019-07-05	0	22	214
189477	2019	2	2019-09-06	2781	22	214
10011	2019	2	2019-07-25	573836	22	214
15164	2019	2	2019-07-08	0	22	214
15207	2019	2	2019-07-25	0	22	214
39305	2019	2	2019-07-22	284165	22	214
40800	2019	2	2019-07-13	0	22	214
47317	2019	2	2019-07-17	0	22	214
47890	2019	2	2019-07-25	0	22	214
57394	2019	2	2019-10-18	6946965	22	214
65321	2019	2	2019-07-23	163833	22	214
95929	2019	2	2019-07-24	0	22	214
107590	2019	2	2019-07-23	119	22	214
123555	2019	2	2019-07-23	33787	22	214
128572	2019	2	2019-07-16	0	22	214
134472	2019	2	2019-07-13	0	22	214
141444	2019	2	2019-07-23	0	22	214
144471	2019	2	2019-07-29	0	22	214
168268	2019	2	2019-07-19	0	22	231
168703	2019	2	2019-07-19	1227	22	214
178983	2019	2	2019-07-11	0	22	214
182045	2019	2	2019-11-20	0	22	214
184053	2019	2	2019-07-09	0	22	214
189093	2019	2	2019-07-25	0	22	214
189641	2019	2	2019-06-30	0	22	214
194647	2019	2	2019-07-17	0	22	214
196614	2019	2	2019-07-13	1702585	22	214
13196	2019	2	2019-07-26	2602723	22	214
15448	2019	2	2019-07-04	0	22	214
32454	2019	2	2019-07-06	0	22	214
41796	2019	2	2019-07-11	0	22	214
42582	2019	2	2020-12-17	18909	22	214
43895	2019	2	2019-07-24	0	22	214
50502	2019	2	2019-07-23	63715	22	214
50799	2019	2	2019-10-23	30071	22	214
51249	2019	2	2019-07-25	0	22	214
51527	2019	2	2019-07-05	0	22	214
52033	2019	2	2019-07-13	759	22	214
67582	2019	2	2019-07-15	0	22	214
75923	2019	2	2019-07-19	2471600	22	214
80372	2019	2	2019-07-17	0	22	214
81583	2019	2	2019-07-23	5020346	22	214
83814	2019	2	2019-07-16	0	22	214
87390	2019	2	2019-07-24	209264	22	214
96840	2019	2	2019-07-11	0	22	214
97673	2019	2	2019-07-25	0	22	214
105311	2019	2	2019-07-17	437438	22	214
105814	2019	2	2019-07-22	12946	22	214
113051	2019	2	2019-07-05	0	22	214
116552	2019	2	2019-07-21	0	22	214
122781	2019	2	2019-07-23	0	22	214
132599	2019	2	2019-07-24	0	22	214
140552	2019	2	2019-07-15	0	22	214
146991	2019	2	2019-07-09	0	22	214
153717	2019	2	2019-07-24	148724	22	214
154282	2019	2	2019-07-22	870470	22	214
154367	2019	2	2019-07-23	142500	22	214
156059	2019	2	2019-07-24	20176	22	214
157595	2019	2	2019-07-10	0	22	214
161859	2019	2	2019-07-17	0	22	214
162399	2019	2	2019-07-17	0	22	214
164012	2019	2	2019-07-23	188197	22	214
172491	2019	2	2020-03-14	23824	22	214
174938	2019	2	2019-07-13	0	22	214
177799	2019	2	2019-07-19	0	22	214
181145	2019	2	2019-07-25	13887	22	214
188770	2019	2	2019-07-01	0	22	214
188891	2019	2	2020-11-27	0	22	214
18470	2019	2	2019-07-03	0	22	214
34389	2019	2	2019-07-25	70684	22	214
46016	2019	2	2019-07-24	0	22	214
46411	2019	2	2019-07-22	259021	22	214
48843	2019	2	2019-07-22	23834	22	214
