fid	year	quarter	date_receipt	s40	code_period	code_present_place
58452	2020	3	2020-10-01	0	23	214
59231	2020	3	2020-10-26	8534	23	214
66513	2020	3	2020-10-19	55577	23	214
69751	2020	3	2020-10-16	3950	23	214
74519	2020	3	2020-10-23	19398	23	214
74935	2020	3	2020-10-16	0	23	214
91310	2020	3	2020-10-19	0	23	214
91447	2020	3	2020-10-09	0	23	214
92088	2020	3	2020-10-12	0	23	214
98750	2020	3	2020-11-11	10171	23	214
104921	2020	3	2020-10-20	0	23	231
108977	2020	3	2020-10-23	0	23	214
133263	2020	3	2020-09-15	0	23	214
136044	2020	3	2020-10-23	14289	23	214
137345	2020	3	2020-10-22	0	23	214
138245	2020	3	2020-10-23	2388550	23	214
138280	2020	3	2020-10-21	544183	23	214
150119	2020	3	2020-10-25	0	23	214
168470	2020	3	2020-10-09	0	23	214
171415	2020	3	2020-10-14	0	23	214
171910	2020	3	2020-10-25	14694	23	214
174095	2020	3	2020-10-05	0	23	214
176247	2020	3	2020-10-27	0	23	214
181131	2020	3	2020-10-07	0	23	214
182226	2020	3	2020-10-02	0	23	214
187755	2020	3	2020-10-21	172	23	214
195834	2020	3	2020-10-08	0	23	214
197317	2020	3	2020-10-26	0	23	214
199056	2020	3	2020-10-26	1568634	23	214
257	2020	3	2020-10-16	13927	23	214
27169	2020	3	2020-10-05	0	23	214
32115	2020	3	2020-10-04	0	23	214
43997	2020	3	2020-10-26	0	23	214
48457	2020	3	2020-10-23	113179	23	214
50438	2020	3	2020-10-15	0	23	214
60563	2020	3	2020-10-13	0	23	214
64053	2020	3	2020-10-22	0	23	214
82078	2020	3	2020-10-22	1473	23	214
82220	2020	3	2020-10-26	0	23	214
87604	2020	3	2020-10-06	0	23	214
95769	2020	3	2020-10-26	75041	23	214
103276	2020	3	2020-10-27	0	23	214
110799	2020	3	2020-10-16	0	23	214
114245	2020	3	2020-11-06	2569502	23	214
119640	2020	3	2020-10-07	0	23	214
121511	2020	3	2020-10-15	29817	23	214
126217	2020	3	2020-10-09	0	23	214
127408	2020	3	2020-10-24	5163837	23	214
137783	2020	3	2020-10-21	4665	23	214
138715	2020	3	2020-10-21	0	23	214
138970	2020	3	2020-10-05	0	23	214
153692	2020	3	2020-12-11	80001	23	214
153775	2020	3	2020-10-21	286	23	214
161149	2020	3	2020-10-12	0	23	214
175272	2020	3	2020-10-15	1167	23	214
176314	2020	3	2020-10-02	0	23	214
183021	2020	3	2020-10-20	0	23	214
193902	2020	3	2020-10-20	0	23	214
11728	2020	3	2020-10-16	0	23	214
14323	2020	3	2020-10-25	10000	23	214
22996	2020	3	2020-10-15	0	23	214
45325	2020	3	2020-10-07	0	23	214
61962	2020	3	2020-10-21	3450083	23	214
72695	2020	3	2020-10-24	0	23	214
90562	2020	3	2020-10-09	0	23	231
91196	2020	3	2020-10-26	36809	23	331
94603	2020	3	2020-10-21	665262	23	214
96796	2020	3	2020-10-26	57960	23	214
98225	2020	3	2020-10-15	0	23	214
102158	2020	3	2020-10-05	0	23	214
102394	2020	3	2020-10-16	0	23	214
106014	2020	3	2020-10-14	0	23	214
120665	2020	3	2020-10-08	0	23	214
146476	2020	3	2020-10-10	0	23	214
153555	2020	3	2020-11-13	148	23	214
157421	2020	3	2020-10-26	12105807	23	214
164211	2020	3	2020-12-28	297338	23	214
164345	2020	3	2020-10-12	0	23	214
167605	2020	3	2020-10-18	0	23	214
168979	2020	3	2020-10-26	67504	23	214
172992	2020	3	2020-10-26	3761901	23	214
173220	2020	3	2020-12-08	1179438	23	214
174572	2020	3	2020-10-22	165702	23	214
9984	2020	3	2020-10-13	0	23	214
11914	2020	3	2020-10-23	46469	23	214
13211	2020	3	2020-10-22	174183	23	214
19285	2020	3	2020-10-21	0	23	214
26583	2020	3	2020-10-22	158192	23	214
31636	2020	3	2020-10-23	126865	23	214
38630	2020	3	2020-10-07	0	23	214
39305	2020	3	2020-10-23	78768	23	214
40976	2020	3	2020-10-01	0	23	214
46377	2020	3	2020-10-19	0	23	214
51284	2020	3	2020-10-13	665926	23	214
58136	2020	3	2020-10-13	0	23	214
59722	2020	3	2020-10-05	0	23	214
62372	2020	3	2020-10-21	0	23	214
67726	2020	3	2020-10-21	591263	23	214
67868	2020	3	2020-10-13	2302461	23	214
91425	2020	3	2020-10-07	0	23	214
102410	2020	3	2021-01-18	13086136	23	214
106330	2020	3	2020-12-19	14356006	23	214
107836	2020	3	2020-10-21	0	23	214
112100	2020	3	2020-10-19	17691	23	214
113437	2020	3	2020-10-25	16854	23	214
129491	2020	3	2020-10-25	381989	23	214
132851	2020	3	2020-10-26	8764	23	214
135881	2020	3	2020-10-22	59440	23	214
146939	2020	3	2020-10-08	0	23	214
149997	2020	3	2020-11-23	190361	23	214
150033	2020	3	2020-10-02	0	23	214
151113	2020	3	2020-10-26	0	23	214
152406	2020	3	2020-10-22	297737	23	214
165717	2020	3	2020-10-19	44551	23	214
170353	2020	3	2020-10-29	14853195	23	214
174714	2020	3	2020-10-05	0	23	214
177894	2020	3	2020-10-09	0	23	214
178601	2020	3	2020-10-26	0	23	214
186257	2020	3	2020-10-24	8593	23	214
188249	2020	3	2020-10-21	8774	23	214
189074	2020	3	2021-01-05	92214	23	214
191929	2020	3	2020-10-26	3565713	23	214
23777	2020	3	2020-10-26	15575	23	214
26329	2020	3	2020-10-26	60865	23	214
27033	2020	3	2020-10-20	0	23	214
28136	2020	3	2020-10-23	0	23	214
70215	2020	3	2020-10-02	0	23	214
73993	2020	3	2020-10-05	0	23	214
74053	2020	3	2020-10-21	0	23	214
76527	2020	3	2020-10-26	0	23	214
77870	2020	3	2020-10-26	431134	23	214
81364	2020	3	2020-10-24	11043	23	214
84836	2020	3	2020-10-21	0	23	214
95323	2020	3	2020-10-22	0	23	214
100563	2020	3	2020-11-25	51240058	23	214
103347	2020	3	2020-10-25	12500	23	214
106967	2020	3	2020-10-26	5660807	23	214
109238	2020	3	2020-10-07	0	23	214
109368	2020	3	2020-10-23	1378372	23	214
115145	2020	3	2020-10-23	423960	23	214
124011	2020	3	2020-10-13	0	23	214
143398	2020	3	2020-10-23	11706317	23	214
147960	2020	3	2020-10-15	593144	23	214
158205	2020	3	2020-10-26	1415451	23	214
158580	2020	3	2020-10-19	0	23	214
159697	2020	3	2020-10-22	63	23	214
160461	2020	3	2020-10-26	113423	23	214
163784	2020	3	2020-10-05	0	23	214
178859	2020	3	2020-10-26	56976	23	214
178983	2020	3	2020-10-09	0	23	214
190149	2020	3	2020-10-26	737482	23	214
196262	2020	3	2020-10-26	198612	23	214
27424	2020	3	2020-10-03	0	23	214
27845	2020	3	2020-10-26	0	23	214
30592	2020	3	2020-10-22	0	23	214
42349	2020	3	2020-10-03	0	23	214
55029	2020	3	2020-10-16	1936	23	214
61539	2020	3	2020-10-26	113018	23	214
67619	2020	3	2020-10-13	0	23	214
75450	2020	3	2020-10-07	0	23	214
79921	2020	3	2020-10-20	195663	23	214
87223	2020	3	2020-10-16	0	23	214
99056	2020	3	2020-10-02	0	23	214
101631	2020	3	2020-10-23	30314	23	214
102007	2020	3	2020-10-26	2741681	23	214
104084	2020	3	2020-10-21	0	23	214
104330	2020	3	2020-10-16	0	23	214
125292	2020	3	2020-10-24	160560	23	214
127730	2020	3	2020-10-26	0	23	214
139036	2020	3	2021-01-18	56915	23	214
143068	2020	3	2020-10-26	1304549	23	214
146360	2020	3	2020-10-14	0	23	214
158063	2020	3	2020-10-26	0	23	214
159461	2020	3	2020-10-26	61588	23	214
161424	2020	3	2020-10-19	0	23	214
170042	2020	3	2020-10-26	1068760	23	214
170903	2020	3	2020-10-05	0	23	214
179346	2020	3	2020-10-26	733346	23	214
182094	2020	3	2020-10-06	0	23	214
183012	2020	3	2020-10-26	0	23	214
183636	2020	3	2020-10-23	2044290	23	214
193327	2020	3	2020-10-26	0	23	214
195091	2020	3	2020-10-17	0	23	214
3874	2020	3	2020-10-26	367830	23	214
16526	2020	3	2020-10-02	0	23	214
17969	2020	3	2020-10-26	8760308	23	214
23126	2020	3	2020-10-19	0	23	214
41053	2020	3	2020-10-16	123988	23	214
60220	2020	3	2020-10-26	1355442	23	214
68916	2020	3	2020-10-23	0	23	214
74860	2020	3	2020-10-12	0	23	214
76836	2020	3	2020-10-15	316657	23	214
84816	2020	3	2020-10-26	33334	23	214
91618	2020	3	2020-10-12	0	23	214
98680	2020	3	2020-10-22	14591071	23	214
108243	2020	3	2020-10-18	0	23	214
108272	2020	3	2020-10-12	0	23	331
110079	2020	3	2020-10-26	53865	23	214
116399	2020	3	2020-10-07	0	23	214
121484	2020	3	2020-09-28	0	23	214
123193	2020	3	2020-10-23	121742	23	214
134611	2020	3	2020-10-13	0	23	214
138423	2020	3	2020-10-21	0	23	214
142644	2020	3	2020-11-13	6542	23	214
142671	2020	3	2020-10-22	1727572	23	214
143827	2020	3	2020-10-23	5983204	23	214
149896	2020	3	2020-10-12	0	23	214
153807	2020	3	2020-10-22	1935774	23	214
162594	2020	3	2020-10-22	0	23	214
164551	2020	3	2020-10-14	0	23	214
165181	2020	3	2020-11-27	26775	23	214
170961	2020	3	2020-10-12	0	23	214
172686	2020	3	2020-10-02	3000	23	214
172780	2020	3	2020-10-22	454698	23	214
174951	2020	3	2020-10-19	0	23	214
179103	2020	3	2020-10-01	0	23	214
179510	2020	3	2020-10-13	0	23	214
189716	2020	3	2020-10-26	213899	23	214
196072	2020	3	2020-10-13	0	23	214
13071	2020	3	2020-10-26	2476	23	214
15235	2020	3	2020-10-25	60753	23	214
34247	2020	3	2020-11-19	1670605	23	214
38170	2020	3	2020-10-15	0	23	214
45411	2020	3	2020-10-01	0	23	214
47790	2020	3	2020-10-22	0	23	214
50208	2020	3	2020-10-22	0	23	214
50456	2020	3	2020-11-06	420047	23	214
50985	2020	3	2020-10-09	0	23	214
54570	2020	3	2020-10-21	0	23	214
57017	2020	3	2020-10-26	154523	23	214
88896	2020	3	2020-12-24	25412	23	214
95736	2020	3	2020-10-26	90904	23	214
96354	2020	3	2020-10-26	3306455	23	214
112584	2020	3	2020-10-16	0	23	214
124362	2020	3	2020-10-16	0	23	231
127955	2020	3	2020-12-08	0	23	214
129069	2020	3	2020-10-26	0	23	214
136667	2020	3	2020-10-22	101386	23	214
138035	2020	3	2020-10-22	4127601	23	214
138401	2020	3	2020-10-20	22680	23	214
140376	2020	3	2020-10-23	670003	23	214
147792	2020	3	2020-10-23	3866773	23	214
156214	2020	3	2020-10-12	0	23	214
161128	2020	3	2020-10-12	0	23	214
171863	2020	3	2020-10-01	0	23	214
176227	2020	3	2020-11-24	158082	23	214
177333	2020	3	2020-10-13	0	23	214
177717	2020	3	2020-10-16	0	23	214
188546	2020	3	2020-10-05	0	23	214
11125	2020	3	2020-10-23	598567	23	214
19069	2020	3	2020-12-30	1895153	23	214
28892	2020	3	2020-10-12	0	23	214
31998	2020	3	2020-10-26	42947	23	214
42098	2020	3	2020-10-11	4920	23	214
45930	2020	3	2020-10-22	1606	23	214
46669	2020	3	2020-10-24	1588529	23	214
49788	2020	3	2020-10-22	150956	23	214
54763	2020	3	2020-10-23	982510	23	214
66490	2020	3	2020-10-26	143618	23	214
68085	2020	3	2020-10-23	4573	23	214
69105	2020	3	2020-10-23	43495	23	214
69616	2020	3	2020-10-23	19580	23	214
70552	2020	3	2020-10-20	0	23	214
79694	2020	3	2020-10-15	0	23	214
80680	2020	3	2020-10-05	0	23	214
85082	2020	3	2020-10-26	70324	23	214
88392	2020	3	2020-12-23	82967	23	214
88842	2020	3	2020-10-21	77668	23	214
91024	2020	3	2020-10-26	0	23	214
101086	2020	3	2020-10-23	158001	23	214
101942	2020	3	2020-10-26	1691	23	214
108795	2020	3	2020-12-09	2808551	23	214
113306	2020	3	2020-10-25	0	23	214
134808	2020	3	2020-10-23	15496	23	214
137514	2020	3	2020-10-05	0	23	215
141470	2020	3	2020-10-26	41859	23	214
146942	2020	3	2020-10-07	0	23	214
149152	2020	3	2020-10-26	1709380	23	214
156359	2020	3	2020-10-26	1045994	23	214
156948	2020	3	2020-10-04	0	23	214
159962	2020	3	2020-10-26	110823	23	214
162424	2020	3	2020-10-01	0	23	214
167820	2020	3	2020-10-27	284643	23	214
173731	2020	3	2020-10-09	0	23	214
176743	2020	3	2020-10-13	0	23	214
182293	2020	3	2020-10-19	0	23	214
182770	2020	3	2020-10-26	0	23	214
196514	2020	3	2020-10-26	0	23	214
199738	2020	3	2020-10-26	25000	23	214
1269	2020	3	2020-10-15	0	23	214
15381	2020	3	2020-09-30	0	23	214
22600	2020	3	2020-10-23	0	23	214
34605	2020	3	2020-10-20	483701	23	214
35891	2020	3	2020-10-26	313922	23	214
45284	2020	3	2020-12-08	6930	23	214
48026	2020	3	2020-10-23	1974028	23	214
48400	2020	3	2020-10-19	0	23	214
48621	2020	3	2020-11-02	25867	23	214
65280	2020	3	2020-10-26	0	23	214
67829	2020	3	2020-10-12	506984	23	214
77201	2020	3	2020-10-21	0	23	214
78086	2020	3	2020-10-26	175451	23	214
80975	2020	3	2020-10-02	0	23	214
89353	2020	3	2020-10-21	334424	23	214
93992	2020	3	2020-10-22	4569	23	214
96831	2020	3	2020-10-26	72823	23	214
101569	2020	3	2020-10-26	162377	23	214
102265	2020	3	2020-10-15	0	23	214
122530	2020	3	2020-10-12	0	23	214
126104	2020	3	2020-10-19	0	23	214
135065	2020	3	2020-11-17	3347855	23	214
136181	2020	3	2020-10-23	6446222	23	214
141592	2020	3	2020-10-22	658297	23	214
144788	2020	3	2020-10-17	0	23	214
149230	2020	3	2020-10-15	0	23	214
152932	2020	3	2020-10-07	0	23	214
160622	2020	3	2020-10-22	38092	23	214
163182	2020	3	2020-10-26	1495546	23	214
170635	2020	3	2020-12-01	607793	23	214
174501	2020	3	2020-10-13	77038	23	214
180311	2020	3	2020-10-26	253992	23	214
182097	2020	3	2020-10-21	0	23	214
182610	2020	3	2020-10-01	0	23	214
12116	2020	3	2020-10-23	4505	23	214
39411	2020	3	2020-10-13	0	23	214
39912	2020	3	2020-10-22	29875	23	214
40699	2020	3	2020-10-22	134954277	23	214
48065	2020	3	2020-10-20	649840	23	214
49464	2020	3	2020-10-02	0	23	214
50348	2020	3	2020-10-20	0	23	214
52913	2020	3	2020-10-01	0	23	214
57376	2020	3	2020-10-12	0	23	214
74257	2020	3	2020-10-05	0	23	214
77582	2020	3	2020-10-20	0	23	214
82367	2020	3	2020-10-26	0	23	214
89729	2020	3	2020-10-26	705598	23	214
101529	2020	3	2020-10-10	0	23	214
108269	2020	3	2020-10-24	30417	23	214
109053	2020	3	2020-10-23	238274	23	214
109174	2020	3	2020-10-19	0	23	214
109490	2020	3	2020-10-22	1745853	23	214
116455	2020	3	2020-10-29	0	23	214
167933	2020	3	2020-10-20	1249227	23	214
175177	2020	3	2020-10-26	0	23	214
175269	2020	3	2020-10-25	0	23	214
177479	2020	3	2020-10-15	0	23	214
185809	2020	3	2020-10-23	0	23	231
192809	2020	3	2020-10-26	72322	23	214
197234	2020	3	2020-10-26	10888587	23	214
10335	2020	3	2020-10-22	0	23	214
18121	2020	3	2020-10-17	0	23	214
42206	2020	3	2020-10-23	3034	23	214
45199	2020	3	2020-10-16	0	23	214
45371	2020	3	2020-10-21	11273	23	214
47252	2020	3	2020-10-12	0	23	214
47972	2020	3	2020-10-07	0	23	214
78250	2020	3	2020-10-20	0	23	214
84725	2020	3	2020-11-27	0	23	214
87565	2020	3	2020-10-26	270703	23	214
95837	2020	3	2020-10-24	44755	23	214
102772	2020	3	2020-10-26	0	23	214
105891	2020	3	2020-10-23	1615745	23	214
139528	2020	3	2020-10-26	12283	23	214
141826	2020	3	2020-10-24	30369	23	214
144503	2020	3	2020-10-21	2165338	23	214
160463	2020	3	2020-10-19	0	23	214
175487	2020	3	2020-10-22	103588	23	214
181376	2020	3	2020-10-26	0	23	214
183540	2020	3	2020-10-08	0	23	214
190675	2020	3	2020-10-19	416812	23	214
193635	2020	3	2020-10-20	0	23	214
197373	2020	3	2020-10-21	3626	23	214
37062	2020	3	2020-12-28	6661431	23	214
40159	2020	3	2020-10-13	0	23	214
47727	2020	3	2020-11-20	357847	23	214
48585	2020	3	2020-10-12	56297	23	214
55073	2020	3	2020-10-26	309	23	214
59789	2020	3	2020-10-13	0	23	214
61672	2020	3	2020-10-24	0	23	214
62707	2020	3	2020-10-26	0	23	214
77366	2020	3	2020-10-02	0	23	214
86368	2020	3	2020-10-02	10866	23	214
92730	2020	3	2020-10-23	0	23	214
102790	2020	3	2020-10-20	2745	23	214
106810	2020	3	2020-10-22	561231	23	214
116996	2020	3	2020-10-23	0	23	214
131399	2020	3	2020-10-14	0	23	214
133922	2020	3	2020-10-05	0	23	214
136776	2020	3	2020-10-16	188631	23	214
141053	2020	3	2020-10-26	636829	23	214
166025	2020	3	2020-10-26	0	23	231
170036	2020	3	2020-10-23	74757	23	214
171763	2020	3	2020-10-22	11757328	23	214
175701	2020	3	2020-10-26	0	23	214
178491	2020	3	2020-10-06	0	23	214
182654	2020	3	2020-12-22	963128	23	214
185299	2020	3	2020-10-12	0	23	214
186368	2020	3	2020-10-22	7541080	23	214
189962	2020	3	2020-10-01	0	23	214
190870	2020	3	2020-10-26	0	23	214
191487	2020	3	2020-11-10	8018470	23	214
198342	2020	3	2020-10-12	0	23	214
2165	2020	3	2020-10-21	0	23	214
34435	2020	3	2020-12-02	4412734	23	214
44457	2020	3	2020-10-26	17731	23	214
47417	2020	3	2020-10-26	1775	23	214
47618	2020	3	2020-10-12	0	23	214
69881	2020	3	2020-10-20	0	23	214
88286	2020	3	2020-10-15	0	23	214
88757	2020	3	2020-10-23	0	23	214
99355	2020	3	2020-10-23	727312	23	214
101206	2020	3	2020-10-12	0	23	214
103793	2020	3	2020-11-25	72500	23	214
106136	2020	3	2020-10-23	104667	23	214
107429	2020	3	2020-10-26	17901	23	214
109665	2020	3	2020-10-23	436640	23	214
111734	2020	3	2020-10-26	95174	23	214
114894	2020	3	2020-10-13	12540	23	214
116271	2020	3	2020-10-08	0	23	214
116497	2020	3	2020-10-14	0	23	214
139108	2020	3	2021-01-08	6169676	23	214
146517	2020	3	2020-10-27	0	23	214
148464	2020	3	2020-10-16	0	23	214
152551	2020	3	2020-10-13	0	23	214
161232	2020	3	2020-10-26	63733	23	214
165481	2020	3	2020-11-06	0	23	214
176633	2020	3	2020-10-08	0	23	214
185672	2020	3	2020-10-26	396182	23	214
2225	2020	3	2020-10-18	0	23	214
10700	2020	3	2020-10-21	5953562	23	214
26486	2020	3	2020-10-19	17398	23	214
38416	2020	3	2020-10-26	3597520	23	214
47669	2020	3	2020-10-21	257092	23	214
49866	2020	3	2020-10-26	97415	23	214
71929	2020	3	2020-10-26	2014511	23	214
78156	2020	3	2020-10-01	0	23	214
78218	2020	3	2020-10-20	0	23	214
85060	2020	3	2020-10-23	3737657	23	214
92166	2020	3	2020-10-13	0	23	214
98189	2020	3	2020-12-18	900609	23	214
106056	2020	3	2020-10-23	186486	23	214
106830	2020	3	2020-10-26	14082	23	214
113039	2020	3	2020-10-08	0	23	214
115292	2020	3	2020-10-26	25394	23	214
124579	2020	3	2020-10-08	612639	23	214
126999	2020	3	2020-10-20	35000	23	214
127073	2020	3	2020-11-11	1106107	23	214
129598	2020	3	2020-10-20	15333	23	214
131208	2020	3	2020-10-19	100907	23	214
131290	2020	3	2020-10-09	300	23	214
133343	2020	3	2020-10-20	0	23	214
142319	2020	3	2020-10-26	39328	23	214
144628	2020	3	2020-10-20	102913	23	214
152806	2020	3	2020-12-22	0	23	214
164254	2020	3	2020-10-17	0	23	214
173698	2020	3	2020-10-02	0	23	214
191693	2020	3	2020-10-12	0	23	214
8034	2020	3	2020-10-19	0	23	214
13115	2020	3	2020-10-26	0	23	214
13869	2020	3	2020-12-30	41976	23	214
19250	2020	3	2020-10-23	6956895	23	214
20089	2020	3	2020-10-26	0	23	214
20488	2020	3	2020-10-26	0	23	214
25170	2020	3	2020-10-20	0	23	214
26035	2020	3	2020-11-18	37280	23	214
38802	2020	3	2020-10-13	0	23	214
41463	2020	3	2020-10-06	0	23	214
55861	2020	3	2020-10-23	534234	23	214
70428	2020	3	2020-10-02	0	23	214
73713	2020	3	2020-10-15	0	23	214
74887	2020	3	2020-10-28	1691687	23	214
75324	2020	3	2020-10-05	0	23	214
78322	2020	3	2020-10-19	358	23	214
81425	2020	3	2020-10-20	0	23	214
82398	2020	3	2020-11-10	22075	23	214
89207	2020	3	2020-09-22	0	23	214
90110	2020	3	2020-10-12	0	23	214
92721	2020	3	2020-10-07	123398	23	214
119039	2020	3	2020-10-15	0	23	214
119652	2020	3	2020-10-17	0	23	214
135345	2020	3	2020-10-23	6209637	23	214
150677	2020	3	2020-10-22	0	23	214
151955	2020	3	2020-10-28	3270278	23	214
164643	2020	3	2020-10-26	4401	23	214
178695	2020	3	2020-10-07	0	23	214
187199	2020	3	2020-10-22	0	23	214
189811	2020	3	2020-10-12	29895	23	214
4677	2020	3	2020-10-27	0	23	214
5176	2020	3	2020-10-05	0	23	214
7496	2020	3	2020-10-22	19142	23	214
19454	2020	3	2020-10-14	0	23	214
34250	2020	3	2020-10-24	358675	23	214
43312	2020	3	2020-10-27	45344	23	214
43361	2020	3	2020-10-06	0	23	214
53138	2020	3	2020-10-05	0	23	214
57775	2020	3	2020-10-26	0	23	214
58572	2020	3	2020-12-03	366988	23	214
68887	2020	3	2020-10-27	177582	23	214
79015	2020	3	2020-12-03	656334	23	214
86001	2020	3	2020-10-05	0	23	214
101162	2020	3	2020-10-22	0	23	214
123351	2020	3	2020-10-20	1903845	23	214
123828	2020	3	2020-10-09	0	23	214
126491	2020	3	2020-10-26	1037559	23	214
135299	2020	3	2020-10-05	0	23	214
141658	2020	3	2020-10-15	0	23	214
147171	2020	3	2020-11-18	7200	23	214
147567	2020	3	2020-10-19	67657	23	214
148114	2020	3	2020-10-26	42776	23	214
150057	2020	3	2020-10-21	0	23	214
160077	2020	3	2020-10-19	0	23	214
164552	2020	3	2020-11-15	143	23	214
170263	2020	3	2020-10-21	54566	23	214
176873	2020	3	2020-10-02	0	23	214
190569	2020	3	2020-11-27	104421	23	214
199063	2020	3	2020-09-30	0	23	214
1324	2020	3	2020-10-23	73771	23	214
1740	2020	3	2020-11-23	27492739	23	214
3201	2020	3	2020-12-22	3655438	23	214
6330	2020	3	2020-10-24	65036	23	214
17455	2020	3	2021-01-13	117921	23	214
18754	2020	3	2020-10-02	0	23	214
23635	2020	3	2020-10-28	1776425	23	214
24915	2020	3	2020-10-09	0	23	214
43999	2020	3	2020-10-01	0	23	214
47304	2020	3	2020-11-09	0	23	214
47687	2020	3	2020-10-25	0	23	214
49023	2020	3	2020-12-24	1078167	23	214
51004	2020	3	2020-10-30	0	23	214
54291	2020	3	2020-10-22	136432	23	214
65607	2020	3	2020-10-19	0	23	214
66983	2020	3	2020-10-23	25	23	214
81080	2020	3	2020-10-08	0	23	214
84923	2020	3	2020-10-21	0	23	214
92424	2020	3	2020-11-03	105034	23	214
93413	2020	3	2020-10-25	76341	23	214
105105	2020	3	2020-10-22	14109	23	214
107980	2020	3	2020-11-12	27576	23	214
109563	2020	3	2020-10-25	107157	23	214
119119	2020	3	2020-10-15	0	23	214
131474	2020	3	2020-12-04	223549	23	214
133746	2020	3	2020-11-13	48861	23	214
140879	2020	3	2020-10-14	0	23	214
143308	2020	3	2020-10-14	0	23	214
148280	2020	3	2020-10-26	42701	23	214
155404	2020	3	2020-10-09	0	23	214
171945	2020	3	2020-10-01	0	23	214
174971	2020	3	2020-10-24	53677	23	214
176927	2020	3	2020-10-22	0	23	214
180598	2020	3	2020-10-21	12271	23	214
184653	2020	3	2020-10-26	0	23	214
188877	2020	3	2020-10-06	0	23	214
1343	2020	3	2020-10-12	0	23	214
2022	2020	3	2020-09-30	0	23	214
15551	2020	3	2020-10-15	0	23	214
19929	2020	3	2020-10-20	7560677	23	214
22722	2020	3	2020-10-14	0	23	214
24933	2020	3	2020-10-26	0	23	214
26465	2020	3	2020-10-26	136042	23	214
30312	2020	3	2020-10-05	0	23	214
35842	2020	3	2020-10-15	0	23	214
40590	2020	3	2020-12-22	287	23	214
46183	2020	3	2020-10-23	0	23	214
57643	2020	3	2020-10-08	0	23	214
68566	2020	3	2020-10-22	575467	23	214
71938	2020	3	2020-10-26	138	23	214
73355	2020	3	2020-10-16	22966	23	214
76292	2020	3	2020-11-03	2525842	23	214
83709	2020	3	2020-10-23	150226878	23	214
86682	2020	3	2020-10-22	309062	23	214
88435	2020	3	2020-10-22	0	23	214
89002	2020	3	2020-10-14	0	23	214
104527	2020	3	2020-10-06	0	23	214
108953	2020	3	2020-10-25	0	23	214
111462	2020	3	2020-10-21	0	23	214
117430	2020	3	2020-10-20	0	23	214
123634	2020	3	2020-10-14	6250	23	214
128610	2020	3	2020-10-15	0	23	214
139626	2020	3	2020-10-02	0	23	214
143172	2020	3	2020-10-05	0	23	231
158707	2020	3	2020-10-06	0	23	214
165015	2020	3	2020-10-14	0	23	214
174537	2020	3	2020-10-09	0	23	214
181686	2020	3	2020-10-25	0	23	214
188336	2020	3	2020-10-12	5070148	23	214
27281	2020	3	2020-10-16	3319	23	214
61458	2020	3	2020-11-02	29303	23	214
64970	2020	3	2020-10-26	0	23	214
65068	2020	3	2020-12-17	16404471	23	214
72832	2020	3	2020-10-26	0	23	214
75542	2020	3	2020-11-02	536074	23	214
75765	2020	3	2020-10-06	0	23	214
77585	2020	3	2020-10-16	0	23	214
94534	2020	3	2020-10-26	3183	23	214
98426	2020	3	2020-10-01	0	23	214
98614	2020	3	2020-11-02	228363	23	214
101293	2020	3	2020-10-19	23919	23	214
109652	2020	3	2020-10-22	14942	23	214
118254	2020	3	2020-10-26	26210	23	214
118640	2020	3	2020-10-26	234749	23	214
121364	2020	3	2020-10-26	0	23	214
139128	2020	3	2020-10-21	42	23	214
150152	2020	3	2020-10-23	74342	23	214
164157	2020	3	2020-10-17	0	23	214
167791	2020	3	2020-10-23	170115	23	214
177783	2020	3	2020-10-05	0	23	214
3745	2020	3	2020-10-19	0	23	214
4352	2020	3	2020-10-26	0	23	214
6284	2020	3	2020-10-26	814941	23	214
19251	2020	3	2020-10-26	0	23	214
23125	2020	3	2020-10-26	264217	23	214
31081	2020	3	2020-10-24	29654	23	214
35650	2020	3	2020-10-12	0	23	214
37028	2020	3	2020-10-26	0	23	214
38155	2020	3	2020-10-07	0	23	214
71505	2020	3	2020-10-19	48622	23	214
73535	2020	3	2020-11-16	384743	23	214
74885	2020	3	2020-10-21	1017488	23	214
101880	2020	3	2020-10-21	0	23	214
123416	2020	3	2020-10-15	0	23	214
128629	2020	3	2020-10-26	0	23	214
129007	2020	3	2020-10-26	0	23	214
131308	2020	3	2020-10-26	174589	23	214
138138	2020	3	2020-10-26	0	23	214
162851	2020	3	2020-10-15	0	23	214
174837	2020	3	2020-10-12	0	23	214
186259	2020	3	2020-10-22	8065	23	214
192319	2020	3	2020-10-26	36271	23	214
193290	2020	3	2020-10-15	0	23	214
10860	2020	3	2020-10-26	0	23	214
34924	2020	3	2020-10-20	36735	23	214
35781	2020	3	2020-10-07	10440	23	214
39951	2020	3	2020-10-01	0	23	214
41747	2020	3	2020-10-22	287496	23	214
49957	2020	3	2020-10-07	0	23	214
58355	2020	3	2020-10-16	0	23	214
60661	2020	3	2020-10-26	183934	23	214
64692	2020	3	2020-12-14	20341407	23	214
72085	2020	3	2020-10-15	0	23	214
93174	2020	3	2020-10-26	0	23	214
97287	2020	3	2020-10-22	1121935	23	214
97434	2020	3	2020-10-26	0	23	214
103356	2020	3	2020-11-30	212212	23	214
112904	2020	3	2020-10-25	4065	23	214
116480	2020	3	2020-10-07	0	23	214
127356	2020	3	2020-10-14	2490	23	214
137719	2020	3	2020-10-23	2578	23	214
